0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,396,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,398,34,34,34,34,34,34,34,34,34,34,24
22,34,34,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,34,34,34,34,34,34,34,34,34,34,24
22,34,34,440,441,441,441,441,441,441,441,441,441,441,426,441,441,441,441,441,442,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,421,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,421,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,0,1,1,1,52,1,1,1,1,1,2,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,23,23,23,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,23,23,23,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,11,12,13,23,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,33,34,60,12,13,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,55,39,34,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,33,34,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,33,34,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,33,34,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,33,34,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,55,39,34,35,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,23,55,41,57,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,23,23,36,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,22,23,23,23,23,23,36,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,44,45,45,45,28,23,36,23,23,23,24,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,44,45,36,45,45,45,46,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24
44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46
